TEMPORADA,DIVISIÓN,JORNADA,LOCAL,VISITANTE,RESULTADO
1986-1987,1,3,Sabadell       ,Espanyol       ,1-1
1986-1987,1,3,Cádiz          ,Murcia         ,0-1
1986-1987,1,3,Mallorca       ,Las Palmas     ,4-0
1986-1987,1,3,Rac. Santander ,Sporting Gijón ,1-2
1986-1987,1,3,Barcelona      ,Zaragoza       ,0-0
1986-1987,1,3,Osasuna        ,Betis          ,2-1
1986-1987,1,3,At. Madrid     ,Real Sociedad  ,1-0
1986-1987,1,4,Valladolid     ,At. Madrid     ,0-0
1986-1987,1,4,Real Madrid    ,Ath. Bilbao    ,2-4
1986-1987,1,4,Espanyol       ,Sevilla        ,5-1
1986-1987,1,4,Murcia         ,Sabadell       ,2-0
1986-1987,1,4,Las Palmas     ,Cádiz          ,5-0
1986-1987,1,4,Sporting Gijón ,Mallorca       ,2-2
1986-1987,1,4,Zaragoza       ,Rac. Santander ,4-1
1986-1987,1,4,Betis          ,Barcelona      ,0-1
1986-1987,1,4,Real Sociedad  ,Osasuna        ,2-0
1986-1987,1,5,Valladolid     ,Real Madrid    ,1-1
1986-1987,1,5,Ath. Bilbao    ,Espanyol       ,2-1
1986-1987,1,5,Sevilla        ,Murcia         ,4-0
1986-1987,1,5,Sabadell       ,Las Palmas     ,1-0
1986-1987,1,5,Cádiz          ,Sporting Gijón ,2-0
1986-1987,1,5,Mallorca       ,Zaragoza       ,2-0
1986-1987,1,5,Rac. Santander ,Betis          ,2-0
1986-1987,1,5,Barcelona      ,Real Sociedad  ,1-0
1986-1987,1,5,At. Madrid     ,Osasuna        ,1-0
1986-1987,1,6,At. Madrid     ,Real Madrid    ,1-1
1986-1987,1,6,Espanyol       ,Valladolid     ,1-0
1986-1987,1,6,Murcia         ,Ath. Bilbao    ,2-0
1986-1987,1,6,Las Palmas     ,Sevilla        ,2-1
1986-1987,1,6,Sporting Gijón ,Sabadell       ,2-1
1986-1987,1,6,Zaragoza       ,Cádiz          ,1-0
1986-1987,1,6,Betis          ,Mallorca       ,1-0
1986-1987,1,6,Real Sociedad  ,Rac. Santander ,1-1
1986-1987,1,6,Osasuna        ,Barcelona      ,0-2
1986-1987,1,7,Real Madrid    ,Espanyol       ,1-0
1986-1987,1,7,Valladolid     ,Murcia         ,4-0
1986-1987,1,7,Ath. Bilbao    ,Las Palmas     ,3-0
1986-1987,1,7,Sevilla        ,Sporting Gijón ,3-0
1986-1987,1,7,Sabadell       ,Zaragoza       ,1-0
1986-1987,1,7,Cádiz          ,Betis          ,1-1
1986-1987,1,7,Mallorca       ,Real Sociedad  ,1-0
1986-1987,1,7,Rac. Santander ,Osasuna        ,1-1
1986-1987,1,7,Barcelona      ,At. Madrid     ,1-1
1986-1987,1,8,Rac. Santander ,Barcelona      ,0-0
1986-1987,1,8,Mallorca       ,Osasuna        ,0-0
1986-1987,1,8,Cádiz          ,Real Sociedad  ,1-0
1986-1987,1,8,Sabadell       ,Betis          ,1-1
1986-1987,1,8,Sevilla        ,Zaragoza       ,3-0
1986-1987,1,8,Ath. Bilbao    ,Sporting Gijón ,0-0
1986-1987,1,8,Valladolid     ,Las Palmas     ,2-1
1986-1987,1,8,Real Madrid    ,Murcia         ,1-0
1986-1987,1,8,Espanyol       ,At. Madrid     ,2-1
1986-1987,1,9,At. Madrid     ,Rac. Santander ,0-1
1986-1987,1,9,Barcelona      ,Mallorca       ,3-1
1986-1987,1,9,Osasuna        ,Cádiz          ,3-0
1986-1987,1,9,Real Sociedad  ,Sabadell       ,4-1
1986-1987,1,9,Betis          ,Sevilla        ,0-0
1986-1987,1,9,Zaragoza       ,Ath. Bilbao    ,0-0
1986-1987,1,9,Sporting Gijón ,Valladolid     ,3-1
1986-1987,1,9,Las Palmas     ,Real Madrid    ,0-1
1986-1987,1,9,Murcia         ,Espanyol       ,1-4
1986-1987,1,0,Mallorca       ,Rac. Santander ,3-1
1986-1987,1,0,Cádiz          ,Barcelona      ,0-1
1986-1987,1,0,Sabadell       ,Osasuna        ,3-1
1986-1987,1,0,Sevilla        ,Real Sociedad  ,1-1
1986-1987,1,0,Ath. Bilbao    ,Betis          ,0-0
1986-1987,1,0,Valladolid     ,Zaragoza       ,1-1
1986-1987,1,0,Real Madrid    ,Sporting Gijón ,2-2
1986-1987,1,0,Espanyol       ,Las Palmas     ,3-1
1986-1987,1,0,Murcia         ,At. Madrid     ,2-1
1986-1987,1,1,At. Madrid     ,Mallorca       ,3-1
1986-1987,1,1,Rac. Santander ,Cádiz          ,2-1
1986-1987,1,1,Barcelona      ,Sabadell       ,3-1
1986-1987,1,1,Osasuna        ,Sevilla        ,1-1
1986-1987,1,1,Real Sociedad  ,Ath. Bilbao    ,2-1
1986-1987,1,1,Betis          ,Valladolid     ,2-1
1986-1987,1,1,Zaragoza       ,Real Madrid    ,2-2
1986-1987,1,1,Sporting Gijón ,Espanyol       ,0-1
1986-1987,1,1,Las Palmas     ,Murcia         ,1-1
1986-1987,1,2,Cádiz          ,Mallorca       ,1-0
1986-1987,1,2,Sabadell       ,Rac. Santander ,1-1
1986-1987,1,2,Sevilla        ,Barcelona      ,0-0
1986-1987,1,2,Ath. Bilbao    ,Osasuna        ,4-1
1986-1987,1,2,Valladolid     ,Real Sociedad  ,1-0
1986-1987,1,2,Real Madrid    ,Betis          ,3-0
1986-1987,1,2,Espanyol       ,Zaragoza       ,2-0
1986-1987,1,2,Murcia         ,Sporting Gijón ,2-0
1986-1987,1,2,Las Palmas     ,At. Madrid     ,2-1
1986-1987,1,3,At. Madrid     ,Cádiz          ,2-0
1986-1987,1,3,Mallorca       ,Sabadell       ,1-0
1986-1987,1,3,Rac. Santander ,Sevilla        ,2-0
1986-1987,1,3,Barcelona      ,Ath. Bilbao    ,4-1
1986-1987,1,3,Osasuna        ,Valladolid     ,1-0
1986-1987,1,3,Real Sociedad  ,Real Madrid    ,0-2
1986-1987,1,3,Betis          ,Espanyol       ,2-0
1986-1987,1,3,Zaragoza       ,Murcia         ,0-0
1986-1987,1,3,Sporting Gijón ,Las Palmas     ,1-2
1986-1987,1,4,Sabadell       ,Cádiz          ,1-0
1986-1987,1,4,Sevilla        ,Mallorca       ,2-1
1986-1987,1,4,Ath. Bilbao    ,Rac. Santander ,1-2
1986-1987,1,4,Valladolid     ,Barcelona      ,0-0
1986-1987,1,4,Real Madrid    ,Osasuna        ,2-1
1986-1987,1,4,Espanyol       ,Real Sociedad  ,2-2
1986-1987,1,4,Murcia         ,Betis          ,3-0
1986-1987,1,4,Las Palmas     ,Zaragoza       ,1-1
1986-1987,1,4,Sporting Gijón ,At. Madrid     ,1-1
1986-1987,1,5,At. Madrid     ,Sabadell       ,1-1
1986-1987,1,5,Cádiz          ,Sevilla        ,2-0
1986-1987,1,5,Mallorca       ,Ath. Bilbao    ,1-1
1986-1987,1,5,Rac. Santander ,Valladolid     ,0-0
1986-1987,1,5,Barcelona      ,Real Madrid    ,3-2
1986-1987,1,5,Osasuna        ,Espanyol       ,1-0
1986-1987,1,5,Real Sociedad  ,Murcia         ,1-1
1986-1987,1,5,Betis          ,Las Palmas     ,3-1
1986-1987,1,5,Zaragoza       ,Sporting Gijón ,1-1
1986-1987,1,6,Sevilla        ,Sabadell       ,0-1
1986-1987,1,6,Ath. Bilbao    ,Cádiz          ,0-0
1986-1987,1,6,Valladolid     ,Mallorca       ,0-1
1986-1987,1,6,Real Madrid    ,Rac. Santander ,3-0
1986-1987,1,6,Espanyol       ,Barcelona      ,1-1
1986-1987,1,6,Murcia         ,Osasuna        ,0-0
1986-1987,1,6,Las Palmas     ,Real Sociedad  ,0-1
1986-1987,1,6,Sporting Gijón ,Betis          ,3-0
1986-1987,1,6,Zaragoza       ,At. Madrid     ,1-0
1986-1987,1,7,At. Madrid     ,Sevilla        ,0-2
1986-1987,1,7,Sabadell       ,Ath. Bilbao    ,0-0
1986-1987,1,7,Cádiz          ,Valladolid     ,1-1
1986-1987,1,7,Mallorca       ,Real Madrid    ,1-0
1986-1987,1,7,Rac. Santander ,Espanyol       ,1-3
1986-1987,1,7,Barcelona      ,Murcia         ,2-0
1986-1987,1,7,Osasuna        ,Las Palmas     ,2-1
1986-1987,1,7,Real Sociedad  ,Sporting Gijón ,2-1
1986-1987,1,7,Betis          ,Zaragoza       ,0-1
1986-1987,1,8,Ath. Bilbao    ,Sevilla        ,0-1
1986-1987,1,8,Valladolid     ,Sabadell       ,1-0
1986-1987,1,8,Real Madrid    ,Cádiz          ,2-1
1986-1987,1,8,Espanyol       ,Mallorca       ,3-1
1986-1987,1,8,Murcia         ,Rac. Santander ,2-1
1986-1987,1,8,Las Palmas     ,Barcelona      ,0-0
1986-1987,1,8,Sporting Gijón ,Osasuna        ,3-0
1986-1987,1,8,Zaragoza       ,Real Sociedad  ,1-0
1986-1987,1,8,Betis          ,At. Madrid     ,2-1
1986-1987,1,9,At. Madrid     ,Ath. Bilbao    ,2-0
1986-1987,1,9,Sevilla        ,Valladolid     ,2-1
1986-1987,1,9,Sabadell       ,Real Madrid    ,0-1
1986-1987,1,9,Cádiz          ,Espanyol       ,0-2
1986-1987,1,9,Mallorca       ,Murcia         ,1-0
1986-1987,1,9,Rac. Santander ,Las Palmas     ,1-0
1986-1987,1,9,Barcelona      ,Sporting Gijón ,0-4
1986-1987,1,9,Osasuna        ,Zaragoza       ,1-0
1986-1987,1,9,Real Sociedad  ,Betis          ,1-0
1986-1987,1,0,Valladolid     ,Ath. Bilbao    ,2-0
1986-1987,1,0,Real Madrid    ,Sevilla        ,2-1
1986-1987,1,0,Espanyol       ,Sabadell       ,3-1
1986-1987,1,0,Murcia         ,Cádiz          ,1-0
1986-1987,1,0,Las Palmas     ,Mallorca       ,3-0
1986-1987,1,0,Sporting Gijón ,Rac. Santander ,2-1
1986-1987,1,0,Zaragoza       ,Barcelona      ,2-0
1986-1987,1,0,Betis          ,Osasuna        ,0-0
1986-1987,1,0,Real Sociedad  ,At. Madrid     ,0-1
1986-1987,1,1,At. Madrid     ,Valladolid     ,1-0
1986-1987,1,1,Ath. Bilbao    ,Real Madrid    ,1-2
1986-1987,1,1,Sevilla        ,Espanyol       ,1-0
1986-1987,1,1,Sabadell       ,Murcia         ,1-0
1986-1987,1,1,Cádiz          ,Las Palmas     ,1-2
1986-1987,1,1,Mallorca       ,Sporting Gijón ,1-0
1986-1987,1,1,Rac. Santander ,Zaragoza       ,1-2
1986-1987,1,1,Barcelona      ,Betis          ,2-0
1986-1987,1,1,Osasuna        ,Real Sociedad  ,1-3
1986-1987,1,2,Real Madrid    ,Valladolid     ,2-1
1986-1987,1,2,Espanyol       ,Ath. Bilbao    ,2-1
1986-1987,1,2,Murcia         ,Sevilla        ,2-1
1986-1987,1,2,Las Palmas     ,Sabadell       ,0-0
1986-1987,1,2,Sporting Gijón ,Cádiz          ,2-1
1986-1987,1,2,Zaragoza       ,Mallorca       ,0-0
1986-1987,1,2,Betis          ,Rac. Santander ,2-0
1986-1987,1,2,Real Sociedad  ,Barcelona      ,1-1
1986-1987,1,2,Osasuna        ,At. Madrid     ,0-2
1986-1987,1,3,Real Madrid    ,At. Madrid     ,4-1
1986-1987,1,3,Valladolid     ,Espanyol       ,1-0
1986-1987,1,3,Ath. Bilbao    ,Murcia         ,2-0
1986-1987,1,3,Sevilla        ,Las Palmas     ,1-0
1986-1987,1,3,Sabadell       ,Sporting Gijón ,0-0
1986-1987,1,3,Cádiz          ,Zaragoza       ,0-1
1986-1987,1,3,Mallorca       ,Betis          ,3-1
1986-1987,1,3,Rac. Santander ,Real Sociedad  ,1-0
1986-1987,1,3,Barcelona      ,Osasuna        ,4-2
1986-1987,1,4,Espanyol       ,Real Madrid    ,0-0
1986-1987,1,4,Murcia         ,Valladolid     ,1-0
1986-1987,1,4,Las Palmas     ,Ath. Bilbao    ,2-1
1986-1987,1,4,Sporting Gijón ,Sevilla        ,3-1
1986-1987,1,4,Zaragoza       ,Sabadell       ,2-1
1986-1987,1,4,Betis          ,Cádiz          ,4-1
1986-1987,1,4,Real Sociedad  ,Mallorca       ,7-1
1986-1987,1,4,Osasuna        ,Rac. Santander ,2-0
1986-1987,1,4,At. Madrid     ,Barcelona      ,0-4
1986-1987,2,1,Barcelona B    ,Castellón      ,3-2
1986-1987,2,1,Sestao         ,Cartagena F.C. ,3-1
1986-1987,2,1,Ath. Bilbao B  ,Oviedo         ,2-2
1986-1987,2,1,Elche          ,Dptivo. Coruña ,0-2
1986-1987,2,1,Rayo Vallecano ,Hércules       ,2-1
1986-1987,2,1,Xerez          ,Rec. Huelva    ,2-0
1986-1987,2,1,Celta          ,Logroñés       ,2-1
1986-1987,2,1,Valencia       ,Málaga (C.D.)  ,1-0
1986-1987,2,1,Real Madrid B  ,Figueres       ,1-1
1986-1987,2,2,Castellón      ,Real Madrid B  ,0-1
1986-1987,2,2,Cartagena F.C. ,Barcelona B    ,2-0
1986-1987,2,2,Oviedo         ,Sestao         ,0-3
1986-1987,2,2,Dptivo. Coruña ,Ath. Bilbao B  ,1-0
1986-1987,2,2,Hércules       ,Elche          ,0-0
1986-1987,2,2,Rec. Huelva    ,Rayo Vallecano ,3-1
1986-1987,2,2,Logroñés       ,Xerez          ,2-0
1986-1987,2,2,Málaga (C.D.)  ,Celta          ,2-0
1986-1987,2,2,Figueres       ,Valencia       ,0-1
1986-1987,2,3,Castellón      ,Cartagena F.C. ,2-1
1986-1987,2,3,Barcelona B    ,Oviedo         ,1-1
1986-1987,2,3,Sestao         ,Dptivo. Coruña ,0-0
1986-1987,2,3,Ath. Bilbao B  ,Hércules       ,1-0
1986-1987,2,3,Elche          ,Rec. Huelva    ,0-1
1986-1987,2,3,Rayo Vallecano ,Logroñés       ,1-1
1986-1987,2,3,Xerez          ,Málaga (C.D.)  ,1-2
1986-1987,2,3,Celta          ,Figueres       ,2-0
1986-1987,2,3,Real Madrid B  ,Valencia       ,1-2
1986-1987,2,4,Cartagena F.C. ,Real Madrid B  ,0-0
1986-1987,2,4,Oviedo         ,Castellón      ,2-1
1986-1987,2,4,Dptivo. Coruña ,Barcelona B    ,1-1
1986-1987,2,4,Hércules       ,Sestao         ,0-0
1986-1987,2,4,Rec. Huelva    ,Ath. Bilbao B  ,4-1
1986-1987,2,4,Logroñés       ,Elche          ,4-1
1986-1987,2,4,Málaga (C.D.)  ,Rayo Vallecano ,1-1
1986-1987,2,4,Figueres       ,Xerez          ,3-0
1986-1987,2,4,Valencia       ,Celta          ,3-2
1986-1987,2,5,Cartagena F.C. ,Oviedo         ,3-3
1986-1987,2,5,Castellón      ,Dptivo. Coruña ,1-0
1986-1987,2,5,Barcelona B    ,Hércules       ,2-0
1986-1987,2,5,Sestao         ,Rec. Huelva    ,4-0
1986-1987,2,5,Ath. Bilbao B  ,Logroñés       ,2-3
1986-1987,2,5,Elche          ,Málaga (C.D.)  ,0-0
1986-1987,2,5,Rayo Vallecano ,Figueres       ,1-2
1986-1987,2,5,Xerez          ,Valencia       ,0-0
1986-1987,2,5,Real Madrid B  ,Celta          ,0-1
1986-1987,2,6,Oviedo         ,Real Madrid B  ,1-1
1986-1987,2,6,Dptivo. Coruña ,Cartagena F.C. ,1-0
1986-1987,2,6,Hércules       ,Castellón      ,0-1
1986-1987,2,6,Rec. Huelva    ,Barcelona B    ,2-0
1986-1987,2,6,Logroñés       ,Sestao         ,1-0
1986-1987,2,6,Málaga (C.D.)  ,Ath. Bilbao B  ,3-1
1986-1987,2,6,Figueres       ,Elche          ,1-1
1986-1987,2,6,Valencia       ,Rayo Vallecano ,0-0
1986-1987,2,6,Celta          ,Xerez          ,4-0
1986-1987,2,7,Oviedo         ,Dptivo. Coruña ,3-1
1986-1987,2,7,Cartagena F.C. ,Hércules       ,1-1
1986-1987,2,7,Castellón      ,Rec. Huelva    ,1-2
1986-1987,2,7,Barcelona B    ,Logroñés       ,0-2
1986-1987,2,7,Sestao         ,Málaga (C.D.)  ,2-1
1986-1987,2,7,Ath. Bilbao B  ,Figueres       ,2-1
1986-1987,2,7,Elche          ,Valencia       ,1-1
1986-1987,2,7,Rayo Vallecano ,Celta          ,0-0
1986-1987,2,7,Real Madrid B  ,Xerez          ,1-0
1986-1987,2,8,Dptivo. Coruña ,Real Madrid B  ,4-1
1986-1987,2,8,Hércules       ,Oviedo         ,4-0
1986-1987,2,8,Rec. Huelva    ,Cartagena F.C. ,3-0
1986-1987,2,8,Logroñés       ,Castellón      ,0-0
1986-1987,2,8,Málaga (C.D.)  ,Barcelona B    ,1-0
1986-1987,2,8,Figueres       ,Sestao         ,3-0
1986-1987,2,8,Valencia       ,Ath. Bilbao B  ,0-2
1986-1987,2,8,Celta          ,Elche          ,4-0
1986-1987,2,8,Xerez          ,Rayo Vallecano ,0-1
1986-1987,2,9,Dptivo. Coruña ,Hércules       ,3-1
1986-1987,2,9,Oviedo         ,Rec. Huelva    ,2-1
1986-1987,2,9,Cartagena F.C. ,Logroñés       ,1-1
1986-1987,2,9,Castellón      ,Málaga (C.D.)  ,1-1
1986-1987,2,9,Barcelona B    ,Figueres       ,3-1
1986-1987,2,9,Sestao         ,Valencia       ,0-3
1986-1987,2,9,Ath. Bilbao B  ,Celta          ,2-3
1986-1987,2,9,Elche          ,Xerez          ,5-0
1986-1987,2,9,Real Madrid B  ,Rayo Vallecano ,1-0
1986-1987,2,0,Hércules       ,Real Madrid B  ,2-1
1986-1987,2,0,Rec. Huelva    ,Dptivo. Coruña ,2-0
1986-1987,2,0,Logroñés       ,Oviedo         ,2-0
1986-1987,2,0,Málaga (C.D.)  ,Cartagena F.C. ,3-0
1986-1987,2,0,Figueres       ,Castellón      ,5-1
1986-1987,2,0,Valencia       ,Barcelona B    ,0-1
1986-1987,2,0,Celta          ,Sestao         ,2-0
1986-1987,2,0,Xerez          ,Ath. Bilbao B  ,1-1
1986-1987,2,0,Rayo Vallecano ,Elche          ,1-0
1986-1987,2,1,Hércules       ,Rec. Huelva    ,4-3
1986-1987,2,1,Dptivo. Coruña ,Logroñés       ,1-0
1986-1987,2,1,Oviedo         ,Málaga (C.D.)  ,1-0
1986-1987,2,1,Cartagena F.C. ,Figueres       ,2-4
1986-1987,2,1,Castellón      ,Valencia       ,1-0
1986-1987,2,1,Barcelona B    ,Celta          ,0-0
1986-1987,2,1,Sestao         ,Xerez          ,3-0
1986-1987,2,1,Ath. Bilbao B  ,Rayo Vallecano ,1-3
1986-1987,2,1,Real Madrid B  ,Elche          ,0-3
1986-1987,2,2,Rec. Huelva    ,Real Madrid B  ,3-0
1986-1987,2,2,Logroñés       ,Hércules       ,3-0
1986-1987,2,2,Málaga (C.D.)  ,Dptivo. Coruña ,2-2
1986-1987,2,2,Figueres       ,Oviedo         ,3-1
1986-1987,2,2,Valencia       ,Cartagena F.C. ,2-1
1986-1987,2,2,Celta          ,Castellón      ,3-1
1986-1987,2,2,Xerez          ,Barcelona B    ,0-0
1986-1987,2,2,Rayo Vallecano ,Sestao         ,0-0
1986-1987,2,2,Elche          ,Ath. Bilbao B  ,2-0
1986-1987,2,3,Rec. Huelva    ,Logroñés       ,3-1
1986-1987,2,3,Hércules       ,Málaga (C.D.)  ,1-1
1986-1987,2,3,Dptivo. Coruña ,Figueres       ,2-2
1986-1987,2,3,Oviedo         ,Valencia       ,0-2
1986-1987,2,3,Cartagena F.C. ,Celta          ,3-1
1986-1987,2,3,Castellón      ,Xerez          ,2-1
1986-1987,2,3,Barcelona B    ,Rayo Vallecano ,4-0
1986-1987,2,3,Sestao         ,Elche          ,1-0
1986-1987,2,3,Real Madrid B  ,Ath. Bilbao B  ,1-2
1986-1987,2,4,Logroñés       ,Real Madrid B  ,0-0
1986-1987,2,4,Málaga (C.D.)  ,Rec. Huelva    ,2-0
1986-1987,2,4,Figueres       ,Hércules       ,2-1
1986-1987,2,4,Valencia       ,Dptivo. Coruña ,3-1
1986-1987,2,4,Celta          ,Oviedo         ,3-1
1986-1987,2,4,Xerez          ,Cartagena F.C. ,2-2
1986-1987,2,4,Rayo Vallecano ,Castellón      ,2-1
1986-1987,2,4,Elche          ,Barcelona B    ,1-0
1986-1987,2,4,Ath. Bilbao B  ,Sestao         ,0-0
1986-1987,2,5,Logroñés       ,Málaga (C.D.)  ,0-0
1986-1987,2,5,Rec. Huelva    ,Figueres       ,1-1
1986-1987,2,5,Hércules       ,Valencia       ,0-0
1986-1987,2,5,Dptivo. Coruña ,Celta          ,3-0
1986-1987,2,5,Oviedo         ,Xerez          ,1-1
1986-1987,2,5,Cartagena F.C. ,Rayo Vallecano ,0-0
1986-1987,2,5,Castellón      ,Elche          ,2-0
1986-1987,2,5,Barcelona B    ,Ath. Bilbao B  ,6-2
1986-1987,2,5,Real Madrid B  ,Sestao         ,2-0
1986-1987,2,6,Real Madrid B  ,Málaga (C.D.)  ,0-0
1986-1987,2,6,Figueres       ,Logroñés       ,1-2
1986-1987,2,6,Valencia       ,Rec. Huelva    ,5-1
1986-1987,2,6,Celta          ,Hércules       ,3-0
1986-1987,2,6,Xerez          ,Dptivo. Coruña ,1-2
1986-1987,2,6,Rayo Vallecano ,Oviedo         ,0-0
1986-1987,2,6,Elche          ,Cartagena F.C. ,2-0
1986-1987,2,6,Ath. Bilbao B  ,Castellón      ,1-1
1986-1987,2,6,Sestao         ,Barcelona B    ,5-0
1986-1987,2,7,Málaga (C.D.)  ,Figueres       ,0-1
1986-1987,2,7,Logroñés       ,Valencia       ,2-0
1986-1987,2,7,Rec. Huelva    ,Celta          ,3-2
1986-1987,2,7,Hércules       ,Xerez          ,3-1
1986-1987,2,7,Dptivo. Coruña ,Rayo Vallecano ,3-1
1986-1987,2,7,Oviedo         ,Elche          ,0-0
1986-1987,2,7,Cartagena F.C. ,Ath. Bilbao B  ,2-4
1986-1987,2,7,Castellón      ,Sestao         ,2-2
1986-1987,2,7,Barcelona B    ,Real Madrid B  ,1-0
1986-1987,2,8,Castellón      ,Barcelona B    ,2-0
1986-1987,2,8,Cartagena F.C. ,Sestao         ,1-0
1986-1987,2,8,Oviedo         ,Ath. Bilbao B  ,0-0
1986-1987,2,8,Dptivo. Coruña ,Elche          ,1-1
1986-1987,2,8,Hércules       ,Rayo Vallecano ,0-0
1986-1987,2,8,Rec. Huelva    ,Xerez          ,2-1
1986-1987,2,8,Logroñés       ,Celta          ,2-0
1986-1987,2,8,Málaga (C.D.)  ,Valencia       ,0-1
1986-1987,2,8,Figueres       ,Real Madrid B  ,3-1
1986-1987,2,9,Real Madrid B  ,Castellón      ,1-2
1986-1987,2,9,Barcelona B    ,Cartagena F.C. ,1-1
1986-1987,2,9,Sestao         ,Oviedo         ,1-0
1986-1987,2,9,Ath. Bilbao B  ,Dptivo. Coruña ,2-0
1986-1987,2,9,Elche          ,Hércules       ,1-1
1986-1987,2,9,Rayo Vallecano ,Rec. Huelva    ,1-0
1986-1987,2,9,Xerez          ,Logroñés       ,2-1
1986-1987,2,9,Celta          ,Málaga (C.D.)  ,3-2
1986-1987,2,9,Valencia       ,Figueres       ,1-0
1986-1987,2,0,Cartagena F.C. ,Castellón      ,4-1
1986-1987,2,0,Oviedo         ,Barcelona B    ,0-1
1986-1987,2,0,Dptivo. Coruña ,Sestao         ,2-1
1986-1987,2,0,Hércules       ,Ath. Bilbao B  ,1-3
1986-1987,2,0,Rec. Huelva    ,Elche          ,0-1
1986-1987,2,0,Logroñés       ,Rayo Vallecano ,1-0
1986-1987,2,0,Málaga (C.D.)  ,Xerez          ,2-1
1986-1987,2,0,Figueres       ,Celta          ,0-2
1986-1987,2,0,Valencia       ,Real Madrid B  ,1-0
1986-1987,2,1,Real Madrid B  ,Cartagena F.C. ,3-1
1986-1987,2,1,Castellón      ,Oviedo         ,1-1
1986-1987,2,1,Barcelona B    ,Dptivo. Coruña ,1-2
1986-1987,2,1,Sestao         ,Hércules       ,2-0
1986-1987,2,1,Ath. Bilbao B  ,Rec. Huelva    ,1-1
1986-1987,2,1,Elche          ,Logroñés       ,0-0
1986-1987,2,1,Rayo Vallecano ,Málaga (C.D.)  ,1-0
1986-1987,2,1,Xerez          ,Figueres       ,1-0
1986-1987,2,1,Celta          ,Valencia       ,2-1
1986-1987,2,2,Oviedo         ,Cartagena F.C. ,4-0
1986-1987,2,2,Dptivo. Coruña ,Castellón      ,2-0
1986-1987,2,2,Hércules       ,Barcelona B    ,2-1
1986-1987,2,2,Rec. Huelva    ,Sestao         ,1-0
1986-1987,2,2,Logroñés       ,Ath. Bilbao B  ,1-3
1986-1987,2,2,Málaga (C.D.)  ,Elche          ,0-1
1986-1987,2,2,Figueres       ,Rayo Vallecano ,0-0
1986-1987,2,2,Valencia       ,Xerez          ,6-0
1986-1987,2,2,Celta          ,Real Madrid B  ,1-1
1986-1987,2,3,Real Madrid B  ,Oviedo         ,1-0
1986-1987,2,3,Cartagena F.C. ,Dptivo. Coruña ,0-0
1986-1987,2,3,Castellón      ,Hércules       ,1-0
1986-1987,2,3,Barcelona B    ,Rec. Huelva    ,3-1
1986-1987,2,3,Sestao         ,Logroñés       ,0-0
1986-1987,2,3,Ath. Bilbao B  ,Málaga (C.D.)  ,1-1
1986-1987,2,3,Elche          ,Figueres       ,1-1
1986-1987,2,3,Rayo Vallecano ,Valencia       ,0-0
1986-1987,2,3,Xerez          ,Celta          ,1-1
1986-1987,2,4,Dptivo. Coruña ,Oviedo         ,1-1
1986-1987,2,4,Hércules       ,Cartagena F.C. ,1-2
1986-1987,2,4,Rec. Huelva    ,Castellón      ,1-0
1986-1987,2,4,Logroñés       ,Barcelona B    ,3-0
1986-1987,2,4,Málaga (C.D.)  ,Sestao         ,0-0
1986-1987,2,4,Figueres       ,Ath. Bilbao B  ,1-1
1986-1987,2,4,Valencia       ,Elche          ,0-1
1986-1987,2,4,Celta          ,Rayo Vallecano ,2-1
1986-1987,2,4,Xerez          ,Real Madrid B  ,0-0
1986-1987,2,5,Real Madrid B  ,Dptivo. Coruña ,0-1
1986-1987,2,5,Oviedo         ,Hércules       ,0-1
1986-1987,2,5,Cartagena F.C. ,Rec. Huelva    ,2-1
1986-1987,2,5,Castellón      ,Logroñés       ,3-0
1986-1987,2,5,Barcelona B    ,Málaga (C.D.)  ,2-3
1986-1987,2,5,Sestao         ,Figueres       ,2-0
1986-1987,2,5,Ath. Bilbao B  ,Valencia       ,3-1
1986-1987,2,5,Elche          ,Celta          ,1-0
1986-1987,2,5,Rayo Vallecano ,Xerez          ,2-2
1986-1987,2,6,Hércules       ,Dptivo. Coruña ,1-0
1986-1987,2,6,Rec. Huelva    ,Oviedo         ,2-0
1986-1987,2,6,Logroñés       ,Cartagena F.C. ,1-0
1986-1987,2,6,Málaga (C.D.)  ,Castellón      ,2-1
1986-1987,2,6,Figueres       ,Barcelona B    ,0-0
1986-1987,2,6,Valencia       ,Sestao         ,1-0
1986-1987,2,6,Celta          ,Ath. Bilbao B  ,1-2
1986-1987,2,6,Xerez          ,Elche          ,0-1
1986-1987,2,6,Rayo Vallecano ,Real Madrid B  ,1-0
1986-1987,2,7,Real Madrid B  ,Hércules       ,3-2
1986-1987,2,7,Dptivo. Coruña ,Rec. Huelva    ,1-0
1986-1987,2,7,Oviedo         ,Logroñés       ,2-1
1986-1987,2,7,Cartagena F.C. ,Málaga (C.D.)  ,0-0
1986-1987,2,7,Castellón      ,Figueres       ,1-0
1986-1987,2,7,Barcelona B    ,Valencia       ,2-2
1986-1987,2,7,Sestao         ,Celta          ,1-0
1986-1987,2,7,Ath. Bilbao B  ,Xerez          ,2-0
1986-1987,2,7,Elche          ,Rayo Vallecano ,1-0
1986-1987,2,8,Rec. Huelva    ,Hércules       ,1-2
1986-1987,2,8,Logroñés       ,Dptivo. Coruña ,2-2
1986-1987,2,8,Málaga (C.D.)  ,Oviedo         ,2-3
1986-1987,2,8,Figueres       ,Cartagena F.C. ,1-1
